"Id","NIF__c","Name","BillingStreet","BillingCity","BillingPostalCode","BillingCountryCode"
"0012400000st2ULAAY","501924540","SORESIME - REPRESENTAÇÕES E IMPORTAÇÕES DE EQUIPAMENTOS HOTELEIROS, LDA","RUA DO COMÉRCIO, LOTE 21 - ZONA INDUSTRIAL CASAL DO CEGO","LEIRIA","2400-124","PT"
"0012400000yBuOPAA0","504526944","MDL - MATERIAL DIDÁCTICO E DE LABORATÓRIO, LDA","EDIFÍCIO GPS","MATOS DA VILA","3105-166","PT"
"0012400000yDRBBAA4","506802086","MAFERM - MAQUINAS E FERRAMENTAS DE OURIVESARIA, LDA","ESTRADA DE DOM MIGUEL, 640","SÃO PEDRO DA COVA","4510-243","PT"
"0012400000w1KPaAAM","502555696","DOMINGOS PAIAS COSTA, LDA","RUA DE SANTA TEREZINHA, 632 - BAIRRO DA FRATERNIDADE","SÃO JOÃO DA TALHA","2695-823","PT"
"0012400000w1L96AAE","509784267","ATM - SISTEMAS DE INFORMAÇÃO E SERVIÇOS, S.A.","RUA BARROCO, 174AC","LEÇA DO BALIO","4465-591","PT"
"0012400000ssEYvAAM","507460146","BR & VR - IDENTIFICAÇÃO INFORMÁTICA E SERVIÇOS, LDA","RUA DO DOUTOR ARMANDO FARIA, 36","PÓVOA DE VARZIM","4490-143","PT"
"0012400000w2lXlAAI","503851094","LUZ E ACÚSTICA PROFISSIONAIS, LDA","RUA MANUEL DE ALMEIDA E VASCONCELOS, LOTE 34 S/C DTA. - QUINTA DO BARÃO","CARCAVELOS","2775-713","PT"
"0012400000ssQ3yAAE","504279670","2 SOFT - EQUIPAMENTOS INFORMATICOS, LDA","RUA FERNANDO PESSOA, LOTE 12 LOJA B - SASSOEIROS","SASSOEIROS","2775-515","PT"
"0012400000w2wREAAY","503996572","ECOTERME - EQUIPAMENTOS E INSTALAÇÕES TÉRMICAS, LDA","RUA DOS SELÕES, ARMAZÉM B1 - VILA VERDE","TERRUGEM","2706-501","PT"
"0012400000stROvAAM","501407898","NORCONTROL - EQUIPAMENTOS ELÉCTRICOS E ELECTRÓNICOS, LDA","RUA SENHORA DA MESTRA, 102, NÚCLEO EMPRESARIAL DE SERZEDO","SERZEDO","4410-511","PT"
"0012400000w1P0yAAE","502801042","ACTIDATA - TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA DA IMPALA, 33A PISO 1/2 SALA 2.1/SALA 8 PISO -1 SALA 4/5/6/8","ABRUNHEIRA","2710-070","PT"
"0012400000w36rvAAA","504207849","SOFTIMBRA2 - AGROINFORMÁTICA, LDA","RUA CARLOS SEIXAS, 281 4ºB","COIMBRA","3030-177","PT"
"0012400000yCMq2AAG","506936945","TAIMÁTICA - SISTEMAS E SERVIÇOS INFORMÁTICOS, LDA","RUA SÃO MARTINHO, 142","SANDE SÃO MARTINHO","4805-537","PT"
"0012400000stG6wAAE","501893776","J.CANÃO, LDA","PARQUE EMPRESARIAL PRAIA NORTE, LOTE 5","VIANA DO CASTELO","4900-350","PT"
"0012400000w2pYDAAY","503763608","ABRANLOGICA - INFORMATICA E TELECOMUNICAÇÕES, LDA","AVENIDA DAS FORÇAS ARMADAS, 637 C/V","ABRANTES","2200-300","PT"
"0012400000w2pmFAAQ","503768669","MARQUE TDI - TECNOLOGIAS DE CODIFICAÇÃO, S.A.","RUA DE HENRY THILLO, COMPLEXO EMPRESARIAL SOCONORTE ARMAZÉM L, ZONA INDUSTRIAL DA MAIA I SECTOR X","MAIA","4475-249","PT"
"0012400000yD0wiAAC","505415003","GESEG - GESTÃO DE SISTEMAS DE SEGURANÇA, LDA","URBANIZAÇÃO PORTAS DO PINHAL, LOJA A","CASCALHEIRA","8125-018","PT"
"0012400000w2RiYAAU","502552549","CERNE,LDA","LARGO ANTÓNIO ALEIXO, 12 02A","ODIVELAS","2675-227","PT"
"0012400000w31OqAAI","504093363","FUTUREVIEW - CONSULTORIA INFORMÁTICA, LDA","AZINHAGA DA CIDADE, TORRE A4 2ºB","LISBOA","1750-063","PT"
"0012400000xgNYgAAM","504350790","GMTEL - SERVIÇOS EM TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA SOUSA LOPES, LOTE IJ ESCRITÓRIO B","LISBOA","1600-207","PT"
"0012400000xgNvYAAU","505282828","F5 - TECNOLOGIAS DE COMUNICAÇÃO E INFORMAÇÃO, LDA","PRACETA DOM NUNO ÁLVARES PEREIRA, 20 5ºSALA GB","MATOSINHOS","4450-218","PT"
"0012400000yAhs4AAC","504682210","ORCINUS - SERVIÇOS DE INFORMÁTICA, LDA","RUA DA ESTRADA, 915","ABADE DE NEIVA","4750-006","PT"
"0012400000yAsK0AAK","505962616","MICROLOPES - INFORMÁTICA, LDA","RUA DO CEPO, 131","CRESTUMA","4415-582","PT"
"0012400000w23ERAAY","513963588","GESTÉCNICA, UNIPESSOAL, LDA","AVENIDA DA LIBERDADE, 37","QUELUZ","2745-300","PT"
"0012400000stIvxAAE","505868814","DIGITAL SOLUTION - SOLUÇÕES DIGITAIS, LDA","AVENIDA MADRE ANDALUZ, 6A","SANTARÉM","2000-210","PT"
"0012400000w24YRAAY","507176316","X CONTROL - SISTEMAS DE MONITORIZAÇÃO E CONTROLO, LDA","RUA ADRIANA DE VECCHI, 1 BLOCO 7 PISO OC - ALTA DE LISBOA","LISBOA","1750-434","PT"
"0012400000yCNK0AAO","509875742","RIGOR TOTAL - INFORMÁTICA, LDA","RUA AFONSO DE ALBUQUERQUE, 10C","AMADORA","2700-014","PT"
"0012400000stHjXAAU","507348028","GUBERNI, LDA","RUA PEDRO NUNES, INSTITUTO PEDRO NUNES","COIMBRA","3030-199","PT"
"0012400000xgRviAAE","504964186","SOFT MPM - INFORMÁTICA, LDA","RUA JOÃO CHAGAS, 53 ESCRITÓRIO C4 - EDIFÍCIO INFANTE DOM HENRIQUE","DAFUNDO","1495-764","PT"
"0012400000stS9SAAU","510375731","NEWCLICK - TECNOLOGIAS INFORMÁTICAS, LDA","AVENIDA FREI HEITOR PINTO, 12 2ª C/V FRENTE","COVILHÃ","6200-113","PT"
"0012400000xgRzPAAU","504951785","EXTREMOS - SOFTWARE, LDA","RUA VIRIATO, 25 5º","LISBOA","1050-234","PT"
"0012400000xgSbdAAE","504880756","ARWATT - AR CONDICIONADO E VENTILAÇÃO, LDA","AVENIDA JAIME CORTESÃO, 79C","SETÚBAL","2910-542","PT"
"0012400000yCPyjAAG","508211530","SUPORTE ACTUAL - ELECTRODOMÉSTICOS E EQUIPAMENTO INFORMÁTICO, LDA","RUA DOUTOR JOAQUIM MOREIRA DE BARROS, LOJA 5 R/C","PONTE DA BARCA","4980-634","PT"
"0012400000yCQjFAAW","506816036","ZION - GESTÃO DE SERVIÇOS INFORMÁTICOS, LDA","RUA GAGO COUTINHO E SACADURA CABRAL, 68","CRATO","7430-161","PT"
"0012400000yCRIDAA4","505476754","SULSITES - APLICAÇÕES INFORMÁTICAS, E-COMMERCE E MULTIMÉDIA PUBLICITÁRIAS, LDA","PRACETA CAETANO DE SOUSA, 6","SOBREDA","2815-663","PT"
"0012400000yCRjiAAG","506578232","TACTIS - SERVIÇOS INFORMATICOS, LDA","RUA DA GESTORA, 90 - VALADARES","VILA NOVA DE GAIA","4405-561","PT"
"0012400000w1LI6AAM","502592680","EGAPI - EQUIPAMENTOS E GESTÃO PARA APLICAÇÕES INDUSTRIAIS, LDA","RUA PADRE ANTÓNIO VIEIRA, 99 - SÃO VICTOR","BRAGA","4710-412","PT"
"0012400000yBpInAAK","507088573","BRUNO MATOS - SOLUÇÕES INFORMÁTICAS, UNIPESSOAL, LDA","ESTRADA NACIONAL 1, BREJO","BORRALHA","3750-866","PT"
"0012400000w21n6AAA","506112616","PRODIGENTIA - TECNOLOGIAS DE INFORMAÇÃO, S.A.","RUA MIGUEL TORGA, 2C 4º ESCRITÓRIO 1 - EDIFÍCIO ESPAÇO ALFRAGIDE","AMADORA","2610-086","PT"
"0012400000xgP3bAAE","505083990","CIBERCONCEITO - INFORMÁTICA E SERVIÇOS, UNIPESSOAL, LDA","RUA ALTO DO VISO, 78","SENHORA DA HORA","4460-222","PT"
"0012400000yAcUPAA0","505890445","HIPERCÁLCULO II - TECNOLOGIAS DE INFORMAÇÃO, UNIPESSOAL, LDA","RUA BENVINDA DA CONCEIÇÃO PEREIRA, 1 LETRA B","VILA NOVA DA BARQUINHA","2260-417","PT"
"0012400000yBtdIAAS","506743888","METACASE - SOLUÇÕES E SERVIÇOS INFORMÁTICOS, S.A.","QUINTA DA BELOURA, 7 PISO 0 EDIFÍCIO 4 - BELOURA OFFICE PARK","LINHÓ","2710-693","PT"
"0012400000yC3DXAA0","506120740","INFORCAVADO - INFORMÁTICA, LDA","RUA DE OLIVENÇA, EDIF.CATHEDRAL","BARCELOS","4750-191","PT"
"0012400000yBI2BAAW","504775936","OPTIMIZER - SERVIÇOS E CONSULTADORIA INFORMÁTICA, LDA","PRAÇA DE FRANCISCO SÁ CARNEIRO, 219 2ºESQ.","PORTO","4200-313","PT"
"0012400000w2ShkAAE","502654660","PENINSULAR - EQUIPAMENTOS E CONSUMIVEIS PARA ESCRITORIO, LDA","RUA 5 DE OUTUBRO, 4A/B","BARREIRO","2830-036","PT"
"0012400000w1CNhAAM","507896688","TAKE MORE - INFORMATICA, UNIPESSOAL, LDA","RUA DO OUTEIRO, 348 A","REBORDOSA","4585-472","PT"
"0012400000yBJIWAA4","509195130","GLOOKAST - DESENVOLVIMENTO, SISTEMAS E SERVIÇOS INFORMÁTICOS, LDA","RUA DA LIONESA, 446 EDIFICIO G3 - CENTRO EMPRESARIAL DA LIONESA","LEÇA DO BALIO","4465-671","PT"
"0012400000yBKPgAAO","504821024","MAIA LOURO & CA., LDA","RUA DE BOAVISTA DA ESTRADA, 418","ARCOZELO","4410-453","PT"
"0012400000yBKeKAAW","504827715","EUROTUX INFORMÁTICA, S.A.","RUA IRMÃS MISSIONÁRIAS DO ESPÍRITO SANTO, 27","BRAGA","4715-340","PT"
"0012400000yD0uWAAS","505411059","MATOS & PAULINO, LDA","RUA ENTRE MUROS, 54 AH - NÚCLEO EMPRESARIAL - BAIRRO DA JUNQUEIRA","SÃO JULIÃO DO TOJAL","2660-533","PT"
"0012400000yD1IZAA0","507969332","INTEGER CONSULTING, LDA","AVENIDA 5 DE OUTUBRO, 70 6º","LISBOA","1050-059","PT"
"0012400000yD2uGAAS","508435412","ZEONE - INFORMÁTICA, LDA","PARQUE INDUSTRIAL DE MORTÁGUA, LOTE 2","ZONA INDUSTRIAL DE MORTÁGUA","3450-232","PT"
"0012400000yCYq2AAG","505331187","WIRE MAZE - SISTEMAS DE INFORMAÇÃO, S.A.","RUA DA LIONESA, 446","LEÇA DO BALIO","4465-671","PT"
"0012400000yDFMhAAO","509721192","ARTICACC, LDA","RUA DOS INVENTORES, LOTE 4, MADAN PARQUE","MONTE DE CAPARICA","2825-182","PT"
"0012400000st5cQAAQ","502149442","M.T.C.- MANUTENÇÃO TÉCNICA E CONSUMÍVEIS PARA INFORMÁTICA, LDA","TRAVESSA DO GIESTAL, 26B","LISBOA","1300-278","PT"
"0012400000w2TbuAAE","506853403","LOURISYSTEMS - COMERCIO DE MATERIAL INFORMATICO, UNIPESSOAL, LDA","RUA DOS BOMBEIROS VOLUNTÁRIOS, 59 C/V DTA.","LOURIÇAL","3105-165","PT"
"0012400000w2Y8PAAU","503412023","REDIDÁCTICA - REPARAÇÃO, COMERCIALIZAÇÃO E MONTAGEM DE MATERIAL DIDÁCTICO, LDA","RUA VIEIRA DA SILVA, 13A","ODIVELAS","2675-214","PT"
"0012400000xgRcxAAE","503665045","SERVINECRA - PRESTAÇÃO DE SERVIÇOS, UNIPESSOAL, LDA","AVENIDA ALMIRANTE GAGO COUTINHO, 100","LISBOA","1700-031","PT"
"0012400000xgRnOAAU","504980203","SWEET LINE YOU - APARELHOS DE ESTÉTICA E GINÁSTICA, LDA","RUA DE DELFIM FERREIRA, 649","PORTO","4100-201","PT"
"0012400000yBJ4CAAW","504790722","ULTRAFORMA - TECNOLOGIA E SERVIÇOS INFORMÁTICOS, LDA","RUA DOS COMBATENTES DA GRANDE GUERRA, 122/128","FAFE","4820-250","PT"
"0012400000w36q0AAA","504182340","NETDIS - DISTRIBUIÇÃO DE EQUIPAMENTO INFORMÁTICO, LDA","RUA FERNANDO PALHA, 43 LOJA A","LISBOA","1950-330","PT"
"0012400000yCNZrAAO","505053543","VOICECOM - COMÉRCIO DE EQUIPAMENTOS DE TELECOMUNICAÇÕES, LDA","AVENIDA DA POVOENÇA, 696","VIANA DO CASTELO","4900-874","PT"
"0012400000st6HEAAY","502263830","MANUAL - SOCIEDADE DE ARTIGOS GRÁFICOS, LDA","RUA DOM MARCOS DA CRUZ, ARMAZÉM 10","MATOSINHOS","4450-751","PT"
"0012400000w2lYvAAI","502980826","PDM E FC - PROJECTO, DESENVOLVIMENTO, MANUTENÇÃO, FORMAÇÃO E CONSULTADORIA, LDA","RUA FRADESSO DA SILVEIRA, 4 1ºB","LISBOA","1300-609","PT"
"0012400000w2Z4iAAE","502913215","REBORDÃOS & FERREIRA, LDA","RUA FEIRA, 48","PARADA","5300-721","PT"
"0012400000yCDjeAAG","504752669","MOURA & BAPTISTA, LDA","MURTAL - MURTAL","COIMBRA","3020-266","PT"
"0012400000w1bXWAAY","510043844","PASTA DIGITAL - SISTEMAS TECNOLÓGICOS, UNIPESSOAL, LDA","TRAVESSA DOS SOBREIRINHOS, 3","RIBAMAR","2530-630","PT"
"0012400000w2TIZAA2","509444261","BRATIONAL - SISTEMAS DE INFORMAÇÃO, LDA","RUA DOUTOR CARLOS SARAIVA, 248 LOTE 42","GUIMARÃES","4810-026","PT"
"0012400000stTeBAAU","502660325","GIROSOFT - INFORMÁTICA, LDA","ROTUNDA DOUTORA LAURA AIRES, 1A ESCRITÓRIO 3 - MASSAMA","QUELUZ","2745-758","PT"
"0012400000stVFsAAM","502429020","AFONSO & GIGANTE, LDA","RUA ROSÁLIA DE CASTRO, LOTE 2 LOJA ESQ.","VIANA DO CASTELO","4900-421","PT"
"0012400000w2m81AAA","503818291","T.B.I. - IMPORTAÇÃO E COMÉRCIO DE EQUIPAMENTO ELECTRÓNICO, LDA","RUA DO CAMPO LINDO, 90","PORTO","4200-143","PT"
"0012400000ssCqoAAE","501605770","MICROMIL - SISTEMAS MÉDICOS E INDUSTRIAIS, S.A.","AVENIDA DOUTOR ANTÓNIO RODRIGUES MANITO, 157","SETÚBAL","2900-070","PT"
"0012400000w1QcbAAE","508315239","THINKDIGITAL - ENGENHARIA DE TECNOLOGIAS DE INFORMAÇÃO, LDA","ESTRADA NACIONAL 109, S/N","CACIA","3800-533","PT"
"0012400000w1cwMAAQ","503747971","CIBEREVORA - TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA JOÃO DE DEUS, 1","REGUENGOS DE MONSARAZ","7200-357","PT"
"0012400000stFIMAA2","502357240","TELEMAX - TELECOMUNICAÇÕES E ELECTRÓNICA, LDA","RUA BARÃO DE FORRESTER, 784","PORTO","4050-272","PT"
"0012400000xgONLAA2","503653047","ROTOQUÍMICA - EQUIPAMENTO CIENTÍFICO DE LABORATÓRIO, LDA","RUA DOS VERDES, 131 1º","MAIA","4470-658","PT"
"0012400000w253HAAQ","507281187","PEOPLE'S EMPRESAS - SERVIÇOS DE TELECOMUNICAÇÕES, LDA","RUA CAMILO VAZ, 25 4º","VILA NOVA DE GAIA","4430-686","PT"
"0012400000w2nwvAAA","503724750","MARQUES & CARMO - EQUIPAMENTO HOTELEIRO E MOBILIÁRIO METÁLICO, LDA","DORNELAS","DORNELAS DO VOUGA","3740-419","PT"
"0012400000yCXk2AAG","513492267","CÓDIGO DISPONÍVEL - SEGURANÇA E AUDIOVISUAIS, LDA","RUA EÇA DE QUEIRÓS, FRACÇÃO C","AROUCA","4540-194","PT"
"0012400000xgSkyAAE","504035789","EMEREMA - SOCIEDADE DE MANUTENÇÃO ELÉCTRICA, LDA","TRAVESSA MESTRE MÓNICA, 18 2ºDTO. ARMAZÉM 17 - CENTRO EMPRESARIAL DA GAFANHA DA NAZARÉ","GAFANHA DA NAZARÉ","3830-702","PT"
"0012400000yBTqaAAG","505325055","KIUBO - CONSULTORIA INFORMÁTICA, LDA","RUA PADRE ANTÓNIO CALDAS, 51","GUIMARÃES","4810-246","PT"
"0012400000ss9rUAAQ","503678090","DELMICRO - COMÉRCIO E SERVIÇOS INFORMÁTICOS, LDA","RUA LUÍS DE CAMÕES, 778A","FERNÃO FERRO","2865-601","PT"
"0012400000ssnZyAAI","502061790","SADOTECLA - COMÉRCIO E MANUTENÇÃO DE EQUIPAMENTOS DE ESCRITÓRIO, LDA","PRACETA FERNANDO PESSOA, 41","SETÚBAL","2900-364","PT"
"0012400000st3g3AAA","513414924","NUMATIC INTERNATIONAL, UNIPESSOAL, LDA","AVENIDA 5 DE OUTUBRO, 176 5ºESQ.","LISBOA","1050-063","PT"
"0012400000st46cAAA","501839682","MANUEL MESTRE - COMÉRCIO E IMPORTAÇÃO DE MÁQUINAS ELÉCTRICAS, LDA","RUA AUGUSTO COSTA, 4A","LISBOA","1500-064","PT"
"0012400000yCNNLAA4","509707203","REBELO SANTOS INFORMÁTICA E CONTABILIDADE, LDA","RUA ADELINO DOS SANTOS, 8 R/C","A DOS FRANCOS","2500-015","PT"
"0012400000yBUAgAAO","507773730","CHARUBEN - CONSULTORIA E INFORMÁTICA, LDA","RUA BRITO E CUNHA, 254 3ºDTO.","MATOSINHOS","4450-082","PT"
"0012400000yCEksAAG","507847563","EA LIVE - INFORMÁTICA E SERVIÇOS, LDA","RUA DIOGO DO COUTO, 16 2ºESQ.","LINDA A VELHA","2795-069","PT"
"0012400000zbsVCAAY","502997273","ALVO - TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA GENERAL FIRMINO MIGUEL, 3 4º","LISBOA","1600-100","PT"
"0012400000zbz4vAAA","506176142","INDRA - SISTEMAS PORTUGAL, S.A.","ESTRADA DO SEMINÁRIO, 4 2º, EDIFÍCIO C, ALFRAPARK","AMADORA","2610-171","PT"
"0012400000ssEUfAAM","503616613","CIBERLOJA - SISTEMAS DE INFORMÁTICA, LDA","RUA JOÃO BENTO PADILHA, LOJA U - EDIFICIO BOM NOME","VILA DAS AVES","4795-076","PT"
"0012400000zbspDAAQ","502687347","FORMA - ASSISTÊNCIA INFORMÁTICA, LDA","RUA AFONSO GAIO, LOTE 5 R/C DTO.","OURÉM","2490-511","PT"
"0012400000zbsxFAAQ","504106244","V+ - SOCIEDADE DE EQUIPAMENTOS E MATERIAIS DE ESCRITORIO, LDA","RUA PADRE LEONARDO DE SOUSA, LOJA 1, PRAÇA DE GOA","VISEU","3510-082","PT"
"0012400000ssEGKAA2","507452267","DIGITALHOUSE - SISTEMAS INFORMÁTICOS E FORMAÇÃO, LDA","AVENIDA BEATO NUNO, 22 LOJA 4","COVA DA IRIA","2495-341","PT"
"0012400000ssEPbAAM","507453999","APRONET, UNIPESSOAL, LDA","RUA ALEXANDRE HERCULANO, 334","SÃO JOÃO DA MADEIRA","3700-030","PT"
"0012400000ssnk3AAA","502210508","TAER - TECNOLOGIAS DE ASSISTÊNCIA E EQUIPAMENTOS PARA RESTAURAÇÃO, LDA","AVENIDA RIO DE JANEIRO, 15 4ºESQ.","LISBOA","1700-330","PT"
"0012400000yEu0zAAC","508718740","COMBITECNIC, LDA","QUINTA DE BETUNES, LOTE 15 3ºA","LOULÉ","8100-616","PT"
"0012400000yCDQ2AAO","504637495","SEARASOFT - DESENVOLVIMENTO DE SOFTWARE, SOCIEDADE UNIPESSOAL, LDA","RUA ESCULTOR BARATA FEYO, 140 1º","PORTO","4250-076","PT"
"0012400000yCEdRAAW","507841859","PHORMIGA - ASSISTÊNCIA INFORMÁTICA, UNIPESSOAL, LDA","URBANIZAÇÃO QUINTA DOUTOR BEIRÃO, 21C","CASTELO BRANCO","6000-140","PT"
"0012400000zbzQtAAI","506558193","VITAWELL - COMÉRCIO DE APARELHOS MÉDICOS E DE ESTÉTICA, LDA","RUA DE DELFIM FERREIRA, 649","PORTO","4100-201","PT"
"0012400000zbznlAAA","506687384","OPENTEK, SOLUTIONS, S.A.","RUA JORGE ALEXANDRE BATALHA FERREIRA, 11 C/V","BOBADELA","2695-049","PT"
"0012400000w1LKoAAM","509449050","RUNLEVEL - SISTEMAS DE INFORMAÇÃO, UNIPESSOAL, LDA","RUA ENGENHEIRO FERREIRA DIAS, 1 1ºESQ. - VALE COBRO","SETÚBAL","2910-725","PT"
"0012400000w32xbAAA","504117432","MOONLIGHT - COMUNICAÇÃO GLOBAL, LDA","RUA DOS BOMBEIROS VOLUNTÁRIOS","CAMARATE","2680-490","PT"
"0012400000stG4WAAU","501782281","STTEI - SOCIEDADE TÉCNICA DE TELECOMUNICAÇÕES E EQUIPAMENTO INFORMÁTICO, LDA","AVENIDA 5 DE OUTUBRO, 359C 1º ESCRITÓRIO 4","LISBOA","1600-036","PT"
"0012400000zbuEjAAI","504246780","BUT - INFORMÁTICA, LDA","RUA EÇA DE QUEIRÓS, 30","OLIVEIRA DE AZEMÉIS","3720-238","PT"
"0012400000zbuEaAAI","504790404","COLDSMART - DISTRIBUIÇÃO DE COMPUTADORES E SISTEMAS DE COMUNICAÇÃO, LDA","AVENIDA DOM AFONSO HENRIQUES, 1462 R/C DTO.","MATOSINHOS","4450-013","PT"
"0012400000xgO3uAAE","503637408","JFA-IT, LDA","RUA PADRE AMÉRICO, 14B 1º ESCRITÓRIO 1","LISBOA","1600-548","PT"
"0012400000w32MIAAY","504111973","CIGNON PORTUGAL, LDA","LAGOAS PARK, EDIFÍCIO 11 PISO 0","PORTO SALVO","2740-270","PT"
"0012400000zbslQAAQ","502905271","ERGOTOP - EQUIPAMENTOS E ORGANIZAÇÃO DE EMPRESAS, LDA","RUA EDUARDO BAIRRADA, 30C","LISBOA","1300-212","PT"
"0012400000yDBXgAAO","505568772","COMPROSE - COMÉRCIO DE PRODUTOS ELÉCTRICOS E ELECTRÓNICOS, LDA","ESTRADA NACIONAL 247 AO KM 66,25, PARQUE EMPRESARIAL ARMAZÉM 7/8, GODIGANA","TERRUGEM","2705-841","PT"
"0012400000yD2JYAA0","508281504","IPCONFIG - CONSULTORIA E COMERCIO DE SISTEMAS DE COMUNICAÇÕES, LDA","PRACETA GONÇALVES CRESPO, 3 9ºESQ.","CARNAXIDE","2790-082","PT"
"0012400000stFSdAAM","501883282","ENACO - ENGENHARIA ASSISTIDA POR COMPUTADOR, LDA","VALE SEGURO - PICOTO DOS BARBADOS","COIMBRA","3030-278","PT"
"0012400000yDF28AAG","509773222","SEQUÓIA CONSULTING, LDA","AVENIDA DE SÃO MIGUEL, 249 ESCRITÓRIO 71","CARCAVELOS","2775-751","PT"
"0012400000w2WRhAAM","502729503","SEGIN - SERVIÇOS DE INFORMÁICA E ORGANIZAÇÃO, LDA","ROTUNDA ENGENHEIRO EDGAR CARDOSO, 23 2A","VILA NOVA DE GAIA","4400-676","PT"
"0012400000yBrMpAAK","507717686","MK-IS - CONSULTORIA INFORMÁTICA, LDA","AVENIDA DO CRISTO REI, EDIFÍCIO CRISTO REI-BLOCO B LOJA 3","JOANE","4770-203","PT"
"0012400000w1PG9AAM","503265870","FINANTECH SISTEMAS DE INFORMAÇÃO, S.A.","AVENIDA DE FERNÃO DE MAGALHÃES, 1862 15º SALA 1503","PORTO","4350-158","PT"
"0012400000zbu9FAAQ","504762354","GRIFIN - SOLUÇÕES DE SISTEMAS INFORMÁTICOS, LDA","AVENIDA JOSÉ GREGÓRIO, 169D","MARINHA GRANDE","2430-275","PT"
"0012400000zc0sgAAA","508477204","DIGITAL GREEN, LDA","RUA 25 DE ABRIL, 313 - ZONA INDUSTRIAL DO ROLIGO","ROLIGO","4520-115","PT"
"0012400000st1U4AAI","503182710","A.N.O. - SISTEMAS DE INFORMÁTICA E SERVIÇOS, LDA","TRAVESSA ALFERES MALHEIRO, 105","PORTO","4000-060","PT"
"0012400000ssCZIAA2","503202320","OBS - ORGANIZAÇÃO BÁSICA DE SISTEMAS INFORMÁTICOS, LDA","AVENIDA 29 DE AGOSTO, 162 1ºDTO.","TERRUGEM","2705-907","PT"
"0012400000ssPoaAAE","501256067","M.OLIVEIRA, LDA","RUA DA IGREJA VELHA, 125","SÃO MAMEDE DE INFESTA","4465-173","PT"
"0012400000w31qAAAQ","504097750","IMPROXY - TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA RAIMUNDO CARVALHO, 171 4º SALA 47","VILA NOVA DE GAIA","4430-186","PT"
"0012400000yAfIpAAK","505745275","MICRO-C INFORMÁTICA E SERVIÇOS, LDA","RUA DOUTOR JOSÉ SUMMAVIELLE SOARES, 127, URBANIZAÇÃO PORTAS DA CIDADE","FAFE","4820-253","PT"
"0012400000w1RT7AAM","503923478","EMETHODUS INFORMÁTICA, LDA","AVENIDA DOM LUÍS I, 25 1ºESQ.","AMADORA","2610-272","PT"
"0012400000stVBmAAM","502323205","SIGEMAZ - GESTÃO, ESTUDOS E INFORMÁTICA, LDA","RUA CORONEL ENGENHEIRO JOSÉ LUCIANO DA SILVA CRAVO, 116","OLIVEIRA DE AZEMÉIS","3720-257","PT"
"0012400000w2TJKAA2","502236531","INFORBASE - SISTEMAS DE INFORMAÇÃO E SERVIÇOS, LDA","RUA DOUTOR JOAQUIM NAMORADO, 15A","AMADORA","2700-292","PT"
"0012400000yAiv5AAC","504006290","INFONIS INTERNACIONAL - SISTEMAS DE INFORMAÇÃO, SOCIEDADE UNIPESSOAL, LDA","ESTRADA DA LUZ, 90 10ºF","LISBOA","1600-160","PT"
"0012400000yAoJxAAK","504144766","SIMPLEXPOR - SISTEMAS DE SEGURANÇA INTEGRADA, LDA","RUA PROFESSOR VEIGA FERREIRA, 13B - JARDIM DOS ULMEIROS","LISBOA","1600-802","PT"
"0012400000yAooqAAC","506271978","INFINITE BUSINESS SOLUTIONS - SOLUÇÕES INFORMÁTICAS, LDA","AVENIDA REPÚBLICA DA BULGÁRIA, LOTE 15 6ºB","LISBOA","1950-375","PT"
"0012400000yAcA8AAK","504627040","M 3 AP - CONSULTORES, LDA","TRAVESSA DE JOÃO VEIGA ANJOS, LOTE 226 - ZONA INDUSTRIAL DA MAIA I SECTOR IX","MAIA","4470-440","PT"
"0012400000yDFYQAA4","505740753","FONTEVAL - SISTEMAS DE FILTRAGEM DE ÁGUA, LDA","RUA PRINCIPAL, 7","CABEÇA VEADA","2480-203","PT"
"0012400000zbzf9AAA","506240711","JOÃO LAGO - ENGENHARIA E SISTEMAS DE SEGURANÇA, LDA","RUA PROFESSOR DOUTOR CARLOS ALBERTO FERREIRA DE ALMEIDA, 83","MAIA","4475-075","PT"
"0012400000xgNXxAAM","505795175","CREATE IT - INTEGRAÇÃO E DESENVOLVIMENTO DE SISTEMAS INFORMÁTICOS, LDA","AVENIDA DA IGREJA, 42 12ºESQ.","LISBOA","1700-239","PT"
"0012400000yBKdMAAW","504826123","MEDIAPRIMER - TECNOLOGIAS E SISTEMAS MULTIMÉDIA, LDA","RUA SANCHES DA GAMA, 160","COIMBRA","3030-021","PT"
"0012400000w0cmnAAA","502517514","INFORCERTA - SISTEMAS INFORMÁTICOS, LDA","AVENIDA ENGENHEIRO ARANTES E OLIVEIRA, 1 R/C.B","LISBOA","1900-221","PT"
"0012400000yBIXdAAO","504785621","SISTRADE - SOFTWARE CONSULTING, S.A.","RUA MANUEL PINTO DE AZEVEDO, 64B","PORTO","4100-320","PT"
"0012400000zbslbAAA","502752980","OPTIVISUS, LDA","AVENIDA MARQUÊS DE TOMAR, 69 LOJA","LISBOA","1050-154","PT"
